date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:27:30	112048/112048	---M--	200	added ('OK')	font/woff2	etag:%22633c56ed-1b5b0%22	https://rsms.me/inter/font-files/Inter-SemiBoldItalic.woff2?v=3.19	C:/My%20Web%20Sites/sahil/rsms.me/inter/font-files/Inter-SemiBoldItalic3535.woff2	(from https://rsms.me/inter/inter.css)
08:27:30	106140/106140	---M--	200	added ('OK')	font/woff2	etag:%22633c56ed-19e9c%22	https://rsms.me/inter/font-files/Inter-Bold.woff2?v=3.19	C:/My%20Web%20Sites/sahil/rsms.me/inter/font-files/Inter-Bold3535.woff2	(from https://rsms.me/inter/inter.css)
08:27:30	111808/111808	---M--	200	added ('OK')	font/woff2	etag:%22633c56ed-1b4c0%22	https://rsms.me/inter/font-files/Inter-BoldItalic.woff2?v=3.19	C:/My%20Web%20Sites/sahil/rsms.me/inter/font-files/Inter-BoldItalic3535.woff2	(from https://rsms.me/inter/inter.css)
08:27:31	106108/106108	---M--	200	added ('OK')	font/woff2	etag:%22633c56ed-19e7c%22	https://rsms.me/inter/font-files/Inter-ExtraBold.woff2?v=3.19	C:/My%20Web%20Sites/sahil/rsms.me/inter/font-files/Inter-ExtraBold3535.woff2	(from https://rsms.me/inter/inter.css)
08:27:31	111708/111708	---M--	200	added ('OK')	font/woff2	etag:%22633c56ed-1b45c%22	https://rsms.me/inter/font-files/Inter-ExtraBoldItalic.woff2?v=3.19	C:/My%20Web%20Sites/sahil/rsms.me/inter/font-files/Inter-ExtraBoldItalic3535.woff2	(from https://rsms.me/inter/inter.css)
08:27:31	102868/102868	---M--	200	added ('OK')	font/woff2	etag:%22633c56ed-191d4%22	https://rsms.me/inter/font-files/Inter-Black.woff2?v=3.19	C:/My%20Web%20Sites/sahil/rsms.me/inter/font-files/Inter-Black3535.woff2	(from https://rsms.me/inter/inter.css)
08:27:31	108752/108752	---M--	200	added ('OK')	font/woff2	etag:%22633c56ed-1a8d0%22	https://rsms.me/inter/font-files/Inter-BlackItalic.woff2?v=3.19	C:/My%20Web%20Sites/sahil/rsms.me/inter/font-files/Inter-BlackItalic3535.woff2	(from https://rsms.me/inter/inter.css)
08:27:32	227180/227180	---M--	200	added ('OK')	font/woff2	etag:%22633c56ed-3776c%22	https://rsms.me/inter/font-files/Inter-roman.var.woff2?v=3.19	C:/My%20Web%20Sites/sahil/rsms.me/inter/font-files/Inter-roman.var3535.woff2	(from https://rsms.me/inter/inter.css)
08:27:32	245036/245036	---M--	200	added ('OK')	font/woff2	etag:%22633c56ed-3bd2c%22	https://rsms.me/inter/font-files/Inter-italic.var.woff2?v=3.19	C:/My%20Web%20Sites/sahil/rsms.me/inter/font-files/Inter-italic.var3535.woff2	(from https://rsms.me/inter/inter.css)
08:27:32	324864/324864	---M--	200	added ('OK')	font/woff2	etag:%22633c56ed-4f500%22	https://rsms.me/inter/font-files/Inter.var.woff2?v=3.19	C:/My%20Web%20Sites/sahil/rsms.me/inter/font-files/Inter.var3535.woff2	(from https://rsms.me/inter/inter.css)
08:27:33	51424/51424	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2002:57:32%20GMT	https://sahilk.in/blog/	C:/My%20Web%20Sites/sahil/sahilk.in/blog/index.html	(from https://sahilk.in/blog)
08:27:33	69024/69024	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Oct%202022%2002:57:32%20GMT	https://sahilk.in/about/	C:/My%20Web%20Sites/sahil/sahilk.in/about/index.html	(from https://sahilk.in/about)
08:27:33	21546/21546	---M--	200	added ('OK')	image/png	etag:%229136c38fa26347558f0f9cb619640544%22	https://sahilk.in/static/c13680551b50f41ad4a5f2e2abc7bf12/a6ec4/blr-food-airtable-stats-2022-09-04.png	C:/My%20Web%20Sites/sahil/sahilk.in/static/c13680551b50f41ad4a5f2e2abc7bf12/a6ec4/blr-food-airtable-stats-2022-09-04.png	(from https://sahilk.in/blog/bangalore-food-recommendations/)
08:27:33	22293/22293	---M--	200	added ('OK')	image/png	etag:%2259e2f790d37a5b75a6919cfcab76dbdb%22	https://sahilk.in/static/c13680551b50f41ad4a5f2e2abc7bf12/c1b63/blr-food-airtable-stats-2022-09-04.png	C:/My%20Web%20Sites/sahil/sahilk.in/static/c13680551b50f41ad4a5f2e2abc7bf12/c1b63/blr-food-airtable-stats-2022-09-04.png	(from https://sahilk.in/blog/bangalore-food-recommendations/)
08:27:34	62018/62018	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Oct%202022%2002:57:34%20GMT	https://sahilk.in/blog/bangalore-food-recommendations/'data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABQAAAAKCAYAAAC0VX7mAAAACXBIWXMAAAsTAAALEwEAmpwYAAACBklEQVQoz0WSa2vUQBSG86f9IvWLCKK/QgTRFrxCFQpCre1aWulusbvupXtpt0n2lluT3SSTmXlkJq3NcDgn75z3PWfOjOOKMZ3iN8fTfVrxMaOyw1QMaK9POfV/cpGeMKm6yFlIOfZYtgcUIxe1iJDeCjHxLVZdzZCLCOdGDDnPGhxO9rhIj5jqNleiZ7HG9DuttMFItJH+ik3/Gr/Ztt4UkO6SrDepscE1ah7haKVBaQqhaU1S+t4aJTVorGljSqO1pl7YWOkaE1Jxm0u7YzBHKgUo3DDn0ZseT99fUghp1YQQKCWtVVJSigop5X/TWpHmguEss/lSKpyqqqygHxU82Rnw4vOIvKyTi6KwBK0UsyjHC/M74oPgpqjouSmiMoUVjiGhpE3e2u7z/NMI07VJFmXOdLWxhNY4sbHpFK3uOlesi4qTy4h5XBdzilLYIMwEW9sDXn4Z4Uc5olL2yF0jNkk47IZ8ay5I1iXXyw15aU4Go3nGj05AvC5rQQO6wYbd5oLH7/o8+zjk2YehJZVC8rU557AbsHe+5NX+DV33lt2zOWfjxJ7qoBNw8Deg56VkeVUL/rlKeH3gst3w2Pnl8/bIYxYXdrZhkjEPYhZBzCo0/pZFkHDjL5nOVvjL0O7NVjGbosRR5tncf1pakTrWdkZ3Pw9vyGRIc9uVnaW5MOPvOf8AbZzwMXvCjyAAAAAASUVORK5CYII='	C:/My%20Web%20Sites/sahil/sahilk.in/blog/bangalore-food-recommendations/'data_image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABQAAAAKCAYA/QgTRFrxCFQpCre1aWulusbvupXtpt0n2lluT3SSTmXlkJq3/cpGeMKm6yFlIOfZYtgcUIxe1iJDeCjHxLVZd/pZFkHDjL5nOVvjL0O7NVjGb	(from https://sahilk.in/blog/bangalore-food-recommendations/)
08:27:34	212/212	---M-Z	200	added ('OK')	text/plain	etag:W/%22634860b9-1d3%22	https://rsms.me/robots.txt		(from https://rsms.me/inter/inter.css)
08:27:35	62018/62018	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Oct%202022%2002:57:34%20GMT	https://sahilk.in/blog/blog/bangalore-food-recommendations/	C:/My%20Web%20Sites/sahil/sahilk.in/blog/blog/bangalore-food-recommendations/index.html	(from https://sahilk.in/blog/)
08:27:35	62018/62018	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Oct%202022%2002:57:35%20GMT	https://sahilk.in/blog/blog/breaking-into-design/	C:/My%20Web%20Sites/sahil/sahilk.in/blog/blog/breaking-into-design/index.html	(from https://sahilk.in/blog/)
08:27:35	62018/62018	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Oct%202022%2002:57:35%20GMT	https://sahilk.in/blog/blog/pune-food-recommendations/	C:/My%20Web%20Sites/sahil/sahilk.in/blog/blog/pune-food-recommendations/index.html	(from https://sahilk.in/blog/)
